date,ticker,ret,gross_ret,type,cost
2010-12-31,PSYS1,0.0041579270013902825,0.0041579270013902825,rebalance_exit,4000.3174603174602
2010-12-31,HME,0.04567326686868878,0.0489603039296862,rebalance_exit,4000.3174603174602
2010-12-31,HLS,0.07527500700802014,0.07527500700801992,rebalance_exit,4000.3174603174602
2010-12-31,ENH,0.16186820417602954,0.16383583940246305,rebalance_exit,4000.3174603174602
2010-12-31,TECD,0.09097047466961006,0.09230772434561607,rebalance_exit,4000.3174603174602
2010-12-31,AXE,0.16033308771869215,0.16033308771869215,rebalance_exit,4000.3174603174602
2010-12-31,SFG,0.20109018592032823,0.20646868111383565,rebalance_exit,4000.3174603174602
2011-03-31,OMI,0.15595057926086642,0.15595057926086664,rebalance_exit,4000.3174603174602
2011-03-31,AMSG,0.4528104264336199,0.4528104264336199,rebalance_exit,4000.3174603174602
2011-03-31,CNL_old1,0.1576637388243507,0.1576637388243507,rebalance_exit,4000.3174603174602
2011-03-31,UIL,0.03105205564746627,0.031052055647466492,rebalance_exit,631.8352970555504
2011-03-31,LWSN,0.30234269703485417,0.3081081493480786,rebalance_exit,631.8352970555504
2011-03-31,DHCP,-0.10289425461201707,-0.10289425461201696,rebalance_exit,631.8352970555504
2011-03-31,UBA,0.003563604681039223,0.003563604681039223,rebalance_exit,631.8352970555504
2011-03-31,BOBE,-0.011273427072516107,-0.00634718938600054,rebalance_exit,631.8352970555504
2011-03-31,KW,0.07973812907641142,0.08262757002143739,rebalance_exit,631.8352970555504
2011-03-31,WAC,-0.10289146474988065,-0.10289146474988065,rebalance_exit,631.8352970555504
2011-03-31,ACCL_old,-0.036144600462750365,-0.036144600462750365,rebalance_exit,631.8352970555504
2011-03-31,TSRA,-0.18826033492734495,-0.18111270615993202,rebalance_exit,631.8352970555504
2011-03-31,LDR,0.03503849746311949,0.03503849746311949,rebalance_exit,631.8352970555504
2011-03-31,JAH,0.15513338241009555,0.15513338241009578,rebalance_exit,631.8352970555504
2011-03-31,FDP,0.04461086610992582,0.047648686192360845,rebalance_exit,631.8352970555504
2011-03-31,NDZ,0.027214812553532308,0.03336212597183219,rebalance_exit,631.8352970555504
2011-03-31,MINI,0.2199106461937561,0.2199106461937561,rebalance_exit,631.8352970555504
2011-03-31,HTS,-0.043943868397910424,-0.04255039331101207,rebalance_exit,631.8352970555504
2011-03-31,MPW,0.08404414970554064,0.08404414970554064,rebalance_exit,631.8352970555504
2011-03-31,BMTC,0.1833592285156802,0.1833592285156802,rebalance_exit,631.8352970555504
2011-06-30,MRH,0.05469291357017103,0.05670021157189575,rebalance_exit,4000.3174603174602
2011-06-30,ANH,0.16062236154785792,0.16062236154785792,rebalance_exit,4000.3174603174602
2011-06-30,CV_old,0.8418179095068452,0.8450862783913293,rebalance_exit,4000.3174603174602
2011-06-30,PTP,-0.2362132047602722,-0.2362132047602723,rebalance_exit,4000.3174603174602
2011-06-30,LANC,0.2992044457727072,0.3032203276239851,rebalance_exit,4000.3174603174602
2011-06-30,EMCI,-0.13332287297011236,-0.13332287297011247,rebalance_exit,631.8352970555504
2011-06-30,BLT,0.1085024784034525,0.1085024784034525,rebalance_exit,631.8352970555504
2011-06-30,ASI,-0.11679845431506863,-0.11070302656619813,rebalance_exit,631.8352970555504
2011-06-30,EDE,-0.10618923720121076,-0.10618923720121076,rebalance_exit,631.8352970555504
2011-06-30,BRKL_old,-0.13114886598390074,-0.13114886598390074,rebalance_exit,631.8352970555504
2011-06-30,PCH,0.1047351226657014,0.10905899953376275,rebalance_exit,631.8352970555504
2011-06-30,BBBB,0.041179037634268,0.0471736078564855,rebalance_exit,631.8352970555504
2011-06-30,OABC,0.08929818939791412,0.09353433705105818,rebalance_exit,631.8352970555504
2011-06-30,PPS,0.12651811861634887,0.13456624460805533,rebalance_exit,631.8352970555504
2011-06-30,B_old,0.20903045859918157,0.20903045859918135,rebalance_exit,631.8352970555504
2011-06-30,HTSI,0.18749248365393045,0.18830882577365426,rebalance_exit,631.8352970555504
2011-06-30,NXGN,0.2952908407024786,0.2952908407024786,rebalance_exit,631.8352970555504
2011-06-30,MHLD,0.17226965917619186,0.17511227948528352,rebalance_exit,631.8352970555504
2011-06-30,FLIC,-0.02549297421172636,-0.022155563291378355,rebalance_exit,631.8352970555504
