date,ticker,ret,gross_ret,type,cost,days_held
2010-03-09,CBKC,0.1578710730715338,0.1705791680030948,time_exit,50139.07644235778,10
2010-03-09,CBK_old,0.15785297760959272,0.1705608739362714,time_exit,50139.07644235778,10
2010-03-30,CBKC,-0.06216721105760559,-0.052531413915690606,time_exit,58077.17360947247,10
2010-03-30,CBK_old,-0.06217949225723618,-0.052543821298954074,time_exit,58077.17360947247,10
2010-04-16,AMED,0.08303506265134986,0.08303506265134963,time_exit,108949.93372448818,10
2010-04-30,CBKC,-0.1015679210947873,-0.09267341362361292,time_exit,58998.29914858073,10
2010-04-30,CBK_old,-0.10157674400634775,-0.09268232388229147,time_exit,58998.29914858073,10
2010-05-06,BECN,-0.09999999999999987,-0.09999999999999998,stop_loss,36274.537660435424,4
2010-05-06,NXGN,-0.10000000000000009,-0.09999999999999998,stop_loss,31728.62373368009,4
2010-05-06,SKS,-0.09999999999999998,-0.09999999999999998,stop_loss,38008.24718097093,4
2010-05-07,BCSI,-0.11229410029784015,-0.09999999999999998,stop_loss,95410.26771757781,1
2010-05-20,JNY,-0.10000000000000009,-0.09999999999999998,stop_loss,17628.485529722213,9
2010-05-21,CBKC,-0.09999999999999998,-0.09999999999999998,stop_loss,15928.595853641857,10
2010-05-21,CBK_old,-0.09999999999999998,-0.09999999999999998,stop_loss,15928.595853641857,10
2010-05-21,COL,-0.12712005096039491,-0.11451459406376063,stop_loss,17071.796512994144,10
2010-05-21,ROLL,-0.045201374794749616,-0.045201374794749616,time_exit,18138.78379505627,10
2010-06-02,MFGLQ,-0.14743941708860597,-0.14743941708860608,stop_loss,38823.50135175159,7
2010-06-07,BNE_old,0.0030695725898477466,0.004399617255109511,time_exit,37935.38203978342,10
2010-06-07,SKS,-0.09999999999999998,-0.09999999999999998,stop_loss,11352.350976323818,2
2010-06-08,MFGLQ,-0.10769468991223119,-0.09999999999999998,stop_loss,11027.998091285996,3
2010-06-08,TLB,-0.10490462737320683,-0.10490462737320683,stop_loss,10721.664810972492,3
2010-06-23,CBKC,-0.08941582734618525,-0.08941582734618525,time_exit,7427.313056795894,10
2010-06-23,CBK_old,-0.08942866849501152,-0.08942866849501152,time_exit,7427.313056795894,10
2010-06-23,COL,0.04031007518298435,0.04031007518298435,time_exit,7479.25230894132,10
2010-06-23,GEN1,-0.018767636775679386,-0.016766471460384236,time_exit,7427.313056795894,10
2010-06-23,LWSN,0.017796189144703378,0.017796189144703378,time_exit,10969.570053113937,10
2010-06-23,PGTI,0.027873894200638016,0.027873894200638016,time_exit,10825.233605046647,10
2010-06-23,ROLL,0.05922780213212442,0.05963951978958093,time_exit,8942.58428242984,10
2010-06-23,SKS,0.028535921868756642,0.028535921868756642,time_exit,7216.822403364427,10
2010-06-28,PGTI,-0.10000000000000009,-0.09999999999999998,stop_loss,11423.87166015625,3
